"game_id","home_team","away_team","home_score","away_score","season","game_time","game_date"
"2022-11-20CHIPIT","CHI","PIT","3","5","2022","19:00:00","2022-11-20"
"2022-11-21DALCOL","DAL","COL","2","3","2022","20:30:00","2022-11-21"
"2022-11-21NJDEDM","NJD","EDM","5","2","2022","19:00:00","2022-11-21"
"2022-11-21NSHARI","NSH","ARI","4","3","2022","20:00:00","2022-11-21"
"2022-11-21PHICGY","PHI","CGY","2","5","2022","19:00:00","2022-11-21"
"2022-11-21SJSOTT","SJS","OTT","5","1","2022","22:30:00","2022-11-21"
"2022-11-21STLANA","STL","ANA","3","1","2022","20:00:00","2022-11-21"
"2022-11-21TBLBOS","TBL","BOS","3","5","2022","19:00:00","2022-11-21"
"2022-11-21TORNYI","TOR","NYI","2","3","2022","19:30:00","2022-11-21"
"2022-11-21VANVGK","VAN","VGK","4","5","2022","22:30:00","2022-11-21"
"2022-11-21WPGCAR","WPG","CAR","4","3","2022","19:30:00","2022-11-21"
"2022-11-22LAKNYR","LAK","NYR","3","5","2022","22:30:00","2022-11-22"
"2022-11-22MTLBUF","MTL","BUF","2","7","2022","19:00:00","2022-11-22"
"2022-11-23ANANYR","ANA","NYR","3","2","2022","22:00:00","2022-11-23"
"2022-11-23BUFSTL","BUF","STL","6","2","2022","19:00:00","2022-11-23"
"2022-11-23CARARI","CAR","ARI","0","4","2022","19:00:00","2022-11-23"
"2022-11-23CBJMTL","CBJ","MTL","1","3","2022","19:00:00","2022-11-23"
"2022-11-23COLVAN","COL","VAN","3","4","2022","22:00:00","2022-11-23"
"2022-11-23DALCHI","DAL","CHI","6","4","2022","20:30:00","2022-11-23"
"2022-11-23DETNSH","DET","NSH","3","0","2022","19:00:00","2022-11-23"
"2022-11-23FLABOS","FLA","BOS","5","2","2022","19:00:00","2022-11-23"
"2022-11-23MINWPG","MIN","WPG","6","1","2022","19:00:00","2022-11-23"
"2022-11-23NJDTOR","NJD","TOR","1","2","2022","19:00:00","2022-11-23"
"2022-11-23NYIEDM","NYI","EDM","3","0","2022","19:30:00","2022-11-23"
"2022-11-23PITCGY","PIT","CGY","2","1","2022","19:00:00","2022-11-23"
"2022-11-23SEASJS","SEA","SJS","8","5","2022","22:00:00","2022-11-23"
"2022-11-23VGKOTT","VGK","OTT","4","1","2022","22:00:00","2022-11-23"
"2022-11-23WSHPHI","WSH","PHI","3","2","2022","19:30:00","2022-11-23"
"2022-11-25ANAOTT","ANA","OTT","1","5","2022","15:00:00","2022-11-25"
"2022-11-25BOSCAR","BOS","CAR","3","2","2022","13:00:00","2022-11-25"
"2022-11-25BUFNJD","BUF","NJD","1","3","2022","20:00:00","2022-11-25"
"2022-11-25CBJNYI","CBJ","NYI","2","3","2022","20:00:00","2022-11-25"
"2022-11-25CHIMTL","CHI","MTL","2","3","2022","14:00:00","2022-11-25"
"2022-11-25DALWPG","DAL","WPG","4","5","2022","20:30:00","2022-11-25"
"2022-11-25DETARI","DET","ARI","4","3","2022","20:00:00","2022-11-25"
"2022-11-25MINTOR","MIN","TOR","3","4","2022","14:00:00","2022-11-25"
"2022-11-25PHIPIT","PHI","PIT","1","4","2022","17:30:00","2022-11-25"
